cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,RUL
1,24,1.8233077742149364,4.010444280448987,-0.0012163460909596,32.11679709244437,0.0008,4.017,408.829,27
1,24,1.8233077742149364,3.460524270550465,-3.972667724513328,32.14386941661005,3.997,1.56,418.766,27
1,24,1.8233077742149364,4.005048300043666,-0.0006380099509339,32.28865929868643,0.0008,4.011,428.735,27
1,24,1.8233077742149364,3.4565613100560166,-3.9730472639685495,32.278451217713915,3.997,1.555,438.735,27
1,24,1.8233077742149364,3.999646416321785,-0.0014577347262099,32.447665071411066,0.0008,4.005,448.704,27
1,24,1.8233077742149364,3.4525328024241384,-3.971425575677367,32.47554201333751,3.997,1.552,458.657,27
1,24,1.8233077742149364,3.994295783529608,-0.0008581936384785,32.62653266813771,0.0008,4.0,468.594,27
1,24,1.8233077742149364,3.4488300904836118,-3.971575778231284,32.63072214620519,3.997,1.548,478.532,27
1,24,1.8233077742149364,4.033468667157113,-0.0023596700890235,31.34800580648932,0.0008,4.04,329.11,27
1,24,1.8233077742149364,3.4768347310420125,-3.973391931347458,31.374283740106925,3.997,1.575,339.079,27
1,24,1.8233077742149364,4.027549389798155,-0.0006953534713311,31.56319858460468,0.0008,4.033,349.079,27
1,24,1.8233077742149364,3.4727322376565537,-3.9714511859885575,31.59907590399189,3.997,1.571,359.032,27
1,24,1.8233077742149364,4.021720519376565,-0.0009843668855351,31.79359991677497,0.0006,4.027,368.969,27
1,24,1.8233077742149364,3.468638260895822,-3.972192444926682,31.805176589259712,3.997,1.567,378.922,27
1,24,1.8233077742149364,4.016056292801329,-0.0024183963427183,31.96080908967803,0.0008,4.022,388.86,27
1,24,1.8233077742149364,3.464193954548124,-3.972032435152928,31.969765250501617,3.997,1.563,398.875,27
1,24,1.8233077742149364,4.058577766904609,-0.002457498551093,30.44859290423872,0.0006,4.064,249.204,27
1,24,1.8233077742149364,3.4944429199727227,-3.9754054540269808,30.534438329710127,3.997,1.592,259.172,27
1,24,1.8233077742149364,4.052065763824522,-0.001962375367092,30.71962480648453,0.0008,4.059,269.219,27
1,24,1.8233077742149364,3.490068066545736,-3.972582766873656,30.773630249995037,3.997,1.589,279.141,27
1,24,1.8233077742149364,4.045757303179867,-0.000490920860181,30.948486005230677,0.0008,4.052,289.079,27
1,24,1.8233077742149364,3.485417603876065,-3.972245495623228,30.9664715174056,3.997,1.583,299.032,27
1,24,1.8233077742149364,4.039459759400999,-0.0028824677899151,31.15726892908534,0.0008,4.045,309.094,27
1,24,1.8233077742149364,3.4807658167745945,-3.973899780985964,31.20140338279042,3.997,1.58,319.11,27
1,24,1.8233077742149364,3.2460832437485987,-3.974543526366386,36.5551985262788,3.997,1.347,1475.75,27
1,24,1.8233077742149364,3.516197524387196,-3.973510641842439,29.490579288702172,3.997,1.611,179.36,27
1,24,1.8233077742149364,4.079842692468498,0.000101582306921,29.702555279772927,0.0006,4.086,189.313,27
1,24,1.8233077742149364,3.5102348145928346,-3.971709989308389,29.769312481257145,3.997,1.607,199.282,27
1,24,1.8233077742149364,4.072497905446204,-0.0027315149624004,29.97864662947981,0.0008,4.079,209.235,27
1,24,1.8233077742149364,3.5042303059373183,-3.972309380308205,30.025365562080133,3.997,1.602,219.282,27
1,24,1.8233077742149364,4.065430627723942,-0.003127163465003,30.221635804357646,0.0008,4.071,229.266,27
1,24,1.8233077742149364,3.4993365583290954,-3.972764512717792,30.237125384851097,3.997,1.597,239.266,27
1,24,1.8233077742149364,3.238896942433454,-3.9732286087789177,36.65385813301958,3.997,1.339,1515.797,27
1,24,1.8233077742149364,3.768157082233804,-0.0007099487096368,36.760219569625846,0.0008,3.776,1525.766,27
1,24,1.8233077742149364,3.2354554405024025,-3.972012011638189,36.68566022557521,3.997,1.337,1535.782,27
1,24,1.8233077742149364,3.764788274798353,0.0005920963858049,36.81087591391696,0.0008,3.772,1545.75,27
1,24,1.8233077742149364,3.2317482000946813,-3.974720709710332,36.73372055208797,3.997,1.332,1555.719,27
1,24,1.8233077742149364,3.761275233476207,-0.0029267882197841,36.85546956322843,0.0008,3.768,1565.641,27
1,24,1.8233077742149364,3.228267659925202,-3.973691572338374,36.80836786806205,3.997,1.328,1575.657,27
1,24,1.8233077742149364,3.757998018999821,-0.0007544221783121,36.92434935667156,0.0008,3.764,1585.625,27
1,24,1.8233077742149364,3.3824356964267697,-3.973317997545343,34.41477206974715,3.997,1.483,797.5,27
1,24,1.8233077742149364,3.9108400531517895,-0.0004071006875013,34.5685991856606,0.0008,3.917,807.5,27
1,24,1.8233077742149364,3.3782444558227795,-3.97276001272654,34.51362022728484,3.997,1.478,817.516,27
1,24,1.8233077742149364,3.906108158619395,0.0003841566027934,34.640077467737285,0.0008,3.912,827.438,27
1,24,1.8233077742149364,3.3739761969073285,-3.972504478744749,34.59030596898191,3.997,1.474,837.375,27
1,24,1.8233077742149364,3.775022292185529,-0.0008965430003189,36.65378421263696,0.0006,3.782,1485.672,27
1,24,1.8233077742149364,3.2418913407615984,-3.974221496037149,36.5989890607076,3.997,1.342,1495.75,27
1,24,1.8233077742149364,3.7716451969679383,-0.0016406905510412,36.70305881648403,0.0008,3.778,1505.844,27
1,24,1.8233077742149364,3.564022946260351,-3.970737696497684,28.029008034216744,3.997,1.657,79.344,27
1,24,1.8233077742149364,4.124698649647583,-0.0035537081230877,28.2904614384149,0.0008,4.133,89.375,27
1,24,1.8233077742149364,3.550560429042242,-3.97337138601936,28.373975196410385,3.997,1.643,99.391,27
1,24,1.8233077742149364,4.113732616987006,-0.0003621487545185,28.611171456174414,0.0008,4.122,109.422,27
1,24,1.8233077742149364,3.3914300815716407,-3.9733950298372966,34.29043112231339,3.997,1.491,757.641,27
1,24,1.8233077742149364,3.9197147312305023,-0.0017666791512324,34.42288471810305,0.0008,3.927,767.579,27
1,24,1.8233077742149364,3.3867899373597643,-3.972759219202024,34.37930168425249,3.997,1.487,777.594,27
1,24,1.8233077742149364,3.915218095822449,0.0002730736516016,34.467384638560844,0.0008,3.922,787.532,27
1,24,1.8233077742149364,3.989275251555605,0.0008216941825994,32.79638075881949,0.0008,3.996,488.532,27
1,24,1.8233077742149364,4.20169558339226,0.0004779767885516,26.281751283369985,0.0002,4.217,9.36,27
1,24,1.8233077742149364,3.631074598429516,-3.9728305301943134,26.441116460195538,3.997,1.698,19.547,27
1,24,1.8233077742149364,4.170417928283559,-0.0012749494114968,26.86344780098432,0.0008,4.182,29.5,27
1,24,1.8233077742149364,3.601844040032513,-3.9725182659872815,27.0841952506812,3.997,1.688,39.469,27
1,24,1.8233077742149364,4.151276632281282,-0.0003502371729553,27.44212701449368,0.0008,4.161,49.375,27
1,24,1.8233077742149364,3.5803731132310816,-3.972201253713031,27.60191196567112,3.997,1.67,59.407,27
1,24,1.8233077742149364,4.136745413482538,-0.0020093761631539,27.900757495570687,0.0008,4.146,69.375,27
1,24,1.8233077742149364,3.140702114459279,-3.9743604357646007,37.97560919120008,3.997,1.242,2154.688,27
1,24,1.8233077742149364,3.680222497374645,-0.0033416385177884,38.09128752222156,0.0008,3.688,2164.641,27
1,24,1.8233077742149364,3.138208468939073,-3.974626613092105,38.01546378657013,3.997,1.241,2174.688,27
1,24,1.8233077742149364,3.678355003105691,-0.0012548293376189,38.125537493058616,0.0008,3.685,2184.657,27
1,24,1.8233077742149364,3.1353942129231203,-3.972648204380572,38.06072205178614,3.997,1.238,2194.688,27
1,24,1.8233077742149364,3.676287950692106,-0.0026102162858788,38.17112751829956,0.0008,3.683,2204.61,27
1,24,1.8233077742149364,3.1330536548230574,-3.973907090133832,38.08993474626812,3.997,1.235,2214.563,27
1,24,1.8233077742149364,3.6745193497548985,-0.0008434946261318,38.200811140786776,0.0008,3.682,2224.594,27
1,24,1.8233077742149364,3.151234192959561,-3.977243875591012,37.81993048736371,3.997,1.254,2074.985,27
1,24,1.8233077742149364,3.6887515688741854,-0.0008314554032982,37.94068626631814,0.0008,3.696,2084.938,27
1,24,1.8233077742149364,3.1482344271450016,-3.9734255001440486,37.8598367208316,3.997,1.251,2094.954,27
1,24,1.8233077742149364,3.6864135918671135,0.0004507367823167,37.98135066198581,0.0006,3.693,2104.891,27
1,24,1.8233077742149364,3.1455622667615057,-3.974299979363893,37.9053879738199,3.997,1.246,2114.844,27
1,24,1.8233077742149364,3.6842420020005457,-0.0002046087010073,38.03134791495987,0.0008,3.691,2124.813,27
1,24,1.8233077742149364,3.1430870792864205,-3.973761432437692,37.92410535134945,3.997,1.244,2134.782,27
1,24,1.8233077742149364,3.682126274667602,-0.0014157694509172,38.06225841109002,0.0006,3.688,2144.75,27
1,24,1.8233077742149364,3.161703124186756,-3.974896818415782,37.70837734225272,3.997,1.263,1995.11,27
1,24,1.8233077742149364,3.69775836764884,0.0007680416048177,37.82338150229656,0.0008,3.705,2005.125,27
1,24,1.8233077742149364,3.159005270647726,-3.9752308035032256,37.72207790870519,3.997,1.261,2015.063,27
1,24,1.8233077742149364,3.695634113101256,0.0005322900555722,37.83040594798013,0.0008,3.702,2025.157,27
1,24,1.8233077742149364,3.156788619846285,-3.972447440570363,37.75076192811233,3.997,1.258,2035.125,27
1,24,1.8233077742149364,3.693373640250098,-0.002262509106417,37.87264334358855,0.0008,3.7,2045.094,27
1,24,1.8233077742149364,3.153849335735045,-3.977580345977876,37.79002273838332,3.997,1.256,2055.079,27
1,24,1.8233077742149364,3.690759749524162,-0.0019234074167474,37.88805876800876,0.0008,3.698,2065.032,27
1,24,1.8233077742149364,3.172911986269464,-3.97245066037613,37.53682951071341,3.997,1.276,1915.235,27
1,24,1.8233077742149364,3.707668238542557,-0.0002186337660871,37.62403771083832,0.0008,3.714,1925.172,27
