cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,RUL
1,24,1.89105229539079,4.199359521791473,-0.001865891883368,23.93704394613529,-0.0004,0.0,0.0,167
1,24,1.89105229539079,4.199497433806136,-0.0021394269898071,23.92407356409745,-0.0004,4.215,16.781,167
1,24,1.89105229539079,3.985606342809332,-1.9887781149959105,24.004256709194685,-2.0,3.003,35.703,167
1,24,1.89105229539079,3.963247269475152,-1.9925579031657537,24.162868303945128,-2.0,2.987,53.781,167
1,24,1.89105229539079,3.946646656339286,-1.9884911914314525,24.34636769676497,-2.0,2.972,71.922,167
1,24,1.89105229539079,3.9327658674883375,-1.99115175198826,24.546131951920824,-2.0,2.963,90.094,167
1,24,1.89105229539079,3.529360811832622,-1.988310883830952,32.93858820706929,-2.0,2.596,1871.078,167
1,24,1.89105229539079,3.527027299368728,-1.9906378079317515,33.00215291780613,-2.0,2.593,1889.844,167
1,24,1.89105229539079,3.5245016518040515,-1.990670769280893,33.0373058186203,-2.0,2.591,1908.578,167
1,24,1.89105229539079,3.440183813981605,-1.986485028337745,35.09310105799995,-2.0,2.506,2666.516,167
1,24,1.89105229539079,3.437199400728512,-1.9884095494934888,35.17506146721608,-2.0,2.504,2685.812,167
1,24,1.89105229539079,3.434649220874187,-1.9906285703750275,35.233241519447304,-2.0,2.501,2704.969,167
1,24,1.89105229539079,3.4318853675461907,-1.9934743666608012,35.30547793418397,-2.0,2.498,2724.203,167
1,24,1.89105229539079,3.4289201879898394,-1.996867242177128,35.37390140479833,-2.0,2.495,2743.453,167
1,24,1.89105229539079,3.426194650592182,-1.993079022194085,35.43325104740051,-2.0,2.492,2762.625,167
1,24,1.89105229539079,3.4232419862004027,-1.988505038277708,35.51988240460457,-2.0,2.489,2781.922,167
1,24,1.89105229539079,3.4198207856203053,-1.9888567737632925,35.59082751060372,-2.0,2.486,2801.25,167
1,24,1.89105229539079,3.4165637980298142,-1.991158040064798,35.668504722850365,-2.0,2.482,2820.625,167
1,24,1.89105229539079,3.4132055476354544,-1.9899664983249752,35.750739663070114,-2.0,2.48,2839.937,167
1,24,1.89105229539079,3.409753636325327,-1.9891779900060904,35.84007792072182,-2.0,2.476,2859.234,167
1,24,1.89105229539079,3.406024451867092,-1.990043132007038,35.90569998881439,-2.0,2.472,2878.578,167
1,24,1.89105229539079,3.4021913236510755,-1.990262915109846,35.979345237337164,-2.0,2.468,2897.937,167
1,24,1.89105229539079,3.3980034304332376,-1.990898069130877,36.05906250434735,-2.0,2.464,2917.281,167
1,24,1.89105229539079,3.39395057694937,-1.9863564865874184,36.13896042328545,-2.0,2.46,2936.687,167
1,24,1.89105229539079,3.3895220869817586,-1.9891273911412883,36.22550046420315,-2.0,2.456,2956.078,167
1,24,1.89105229539079,3.3844110231584428,-1.9905713741465505,36.31737470670112,-2.0,2.45,2975.453,167
1,24,1.89105229539079,3.3789460049054285,-1.990859335644384,36.40055703321803,-2.0,2.446,2994.969,167
1,24,1.89105229539079,3.3733979875478024,-1.9904082413395128,36.49077880265875,-2.0,2.44,3014.453,167
1,24,1.89105229539079,3.367335614059576,-1.989444245187798,36.58502966414135,-2.0,2.434,3033.891,167
1,24,1.89105229539079,3.3605007401489893,-1.9902952017128108,36.67196713734681,-2.0,2.427,3053.375,167
1,24,1.89105229539079,3.3532924259725894,-1.9887452779560768,36.750192545808304,-2.0,2.42,3072.859,167
1,24,1.89105229539079,3.3450897766947154,-1.9885978073560748,36.85035669010892,-2.0,2.412,3092.328,167
1,24,1.89105229539079,3.336092900939949,-1.9868228716561411,36.93882947041568,-2.0,2.404,3111.828,167
1,24,1.89105229539079,3.326052486868156,-1.9906493460666228,37.05128577536272,-2.0,2.394,3131.234,167
1,24,1.89105229539079,3.314660850083303,-1.9924682487764145,37.15685625346725,-2.0,2.383,3150.672,167
